municipio_id,municipio_nome,municipio_nome_normalizado
5000203,Água Clara,AGUA CLARA
5000252,Alcinópolis,ALCINOPOLIS
5000609,Amambai,AMAMBAI
5000708,Anastácio,ANASTACIO
5000807,Anaurilândia,ANAURILANDIA
5000856,Angélica,ANGELICA
5000906,Antônio João,ANTONIO JOAO
5001003,Aparecida do Taboado,APARECIDA DO TABOADO
5001102,Aquidauana,AQUIDAUANA
5001243,Aral Moreira,ARAL MOREIRA
5001508,Bandeirantes,BANDEIRANTES
5001904,Bataguassu,BATAGUASSU
5002001,Batayporã,BATAYPORA
5002100,Bela Vista,BELA VISTA
5002159,Bodoquena,BODOQUENA
5002209,Bonito,BONITO
5002308,Brasilândia,BRASILANDIA
5002407,Caarapó,CAARAPO
5002605,Camapuã,CAMAPUA
5002704,Campo Grande,CAMPO GRANDE
5002803,Caracol,CARACOL
5002902,Cassilândia,CASSILANDIA
5002951,Chapadão do Sul,CHAPADAO DO SUL
5003108,Corguinho,CORGUINHO
5003157,Coronel Sapucaia,CORONEL SAPUCAIA
5003207,Corumbá,CORUMBA
5003256,Costa Rica,COSTA RICA
5003306,Coxim,COXIM
5003454,Deodápolis,DEODAPOLIS
5003488,Dois Irmãos do Buriti,DOIS IRMAOS DO BURITI
5003504,Douradina,DOURADINA
5003702,Dourados,DOURADOS
5003751,Eldorado,ELDORADO
5003801,Fátima do Sul,FATIMA DO SUL
5003900,Figueirão,FIGUEIRAO
5004007,Glória de Dourados,GLORIA DE DOURADOS
5004106,Guia Lopes da Laguna,GUIA LOPES DA LAGUNA
5004304,Iguatemi,IGUATEMI
5004403,Inocência,INOCENCIA
5004502,Itaporã,ITAPORA
5004601,Itaquiraí,ITAQUIRAI
5004700,Ivinhema,IVINHEMA
5004809,Japorã,JAPORA
5004908,Jaraguari,JARAGUARI
5005004,Jardim,JARDIM
5005103,Jateí,JATEI
5005152,Juti,JUTI
5005202,Ladário,LADARIO
5005251,Laguna Carapã,LAGUNA CARAPA
5005400,Maracaju,MARACAJU
5005608,Miranda,MIRANDA
5005681,Mundo Novo,MUNDO NOVO
5005707,Naviraí,NAVIRAI
5005806,Nioaque,NIOAQUE
5006002,Nova Alvorada do Sul,NOVA ALVORADA DO SUL
5006200,Nova Andradina,NOVA ANDRADINA
5006259,Novo Horizonte do Sul,NOVO HORIZONTE DO SUL
5006275,Paraíso das Águas,PARAISO DAS AGUAS
5006309,Paranaíba,PARANAIBA
5006358,Paranhos,PARANHOS
5006408,Pedro Gomes,PEDRO GOMES
5006606,Ponta Porã,PONTA PORA
5006903,Porto Murtinho,PORTO MURTINHO
5007109,Ribas do Rio Pardo,RIBAS DO RIO PARDO
5007208,Rio Brilhante,RIO BRILHANTE
5007307,Rio Negro,RIO NEGRO
5007406,Rio Verde de Mato Grosso,RIO VERDE DE MATO GROSSO
5007505,Rochedo,ROCHEDO
5007554,Santa Rita do Pardo,SANTA RITA DO PARDO
5007695,São Gabriel do Oeste,SAO GABRIEL DO OESTE
5007703,Sete Quedas,SETE QUEDAS
5007802,Selvíria,SELVIRIA
5007901,Sidrolândia,SIDROLANDIA
5007935,Sonora,SONORA
5007950,Tacuru,TACURU
5007976,Taquarussu,TAQUARUSSU
5008008,Terenos,TERENOS
5008305,Três Lagoas,TRES LAGOAS
5008404,Vicentina,VICENTINA
5100102,Acorizal,ACORIZAL
5100201,Água Boa,AGUA BOA
5100250,Alta Floresta,ALTA FLORESTA
5100300,Alto Araguaia,ALTO ARAGUAIA
5100359,Alto Boa Vista,ALTO BOA VISTA
5100409,Alto Garças,ALTO GARCAS
5100508,Alto Paraguai,ALTO PARAGUAI
5100607,Alto Taquari,ALTO TAQUARI
5100805,Apiacás,APIACAS
5101001,Araguaiana,ARAGUAIANA
5101209,Araguainha,ARAGUAINHA
5101258,Araputanga,ARAPUTANGA
5101308,Arenápolis,ARENAPOLIS
5101407,Aripuanã,ARIPUANA
5101605,Barão de Melgaço,BARAO DE MELGACO
5101704,Barra do Bugres,BARRA DO BUGRES
5101803,Barra do Garças,BARRA DO GARCAS
5101837,Boa Esperança do Norte,BOA ESPERANCA DO NORTE
5101852,Bom Jesus do Araguaia,BOM JESUS DO ARAGUAIA
5101902,Brasnorte,BRASNORTE
5102504,Cáceres,CACERES
5102603,Campinápolis,CAMPINAPOLIS
5102637,Campo Novo do Parecis,CAMPO NOVO DO PARECIS
5102678,Campo Verde,CAMPO VERDE
5102686,Campos de Júlio,CAMPOS DE JULIO
5102694,Canabrava do Norte,CANABRAVA DO NORTE
5102702,Canarana,CANARANA
5102793,Carlinda,CARLINDA
5102850,Castanheira,CASTANHEIRA
5103007,Chapada dos Guimarães,CHAPADA DOS GUIMARAES
5103056,Cláudia,CLAUDIA
5103106,Cocalinho,COCALINHO
5103205,Colíder,COLIDER
5103254,Colniza,COLNIZA
5103304,Comodoro,COMODORO
5103353,Confresa,CONFRESA
5103361,Conquista D'Oeste,CONQUISTA D'OESTE
5103379,Cotriguaçu,COTRIGUACU
5103403,Cuiabá,CUIABA
5103437,Curvelândia,CURVELANDIA
5103452,Denise,DENISE
5103502,Diamantino,DIAMANTINO
5103601,Dom Aquino,DOM AQUINO
5103700,Feliz Natal,FELIZ NATAL
5103809,Figueirópolis D'Oeste,FIGUEIROPOLIS D'OESTE
5103858,Gaúcha do Norte,GAUCHA DO NORTE
5103908,General Carneiro,GENERAL CARNEIRO
5103957,Glória D'Oeste,GLORIA D'OESTE
5104104,Guarantã do Norte,GUARANTA DO NORTE
5104203,Guiratinga,GUIRATINGA
5104500,Indiavaí,INDIAVAI
5104526,Ipiranga do Norte,IPIRANGA DO NORTE
5104542,Itanhangá,ITANHANGA
5104559,Itaúba,ITAUBA
5104609,Itiquira,ITIQUIRA
5104807,Jaciara,JACIARA
5104906,Jangada,JANGADA
5105002,Jauru,JAURU
5105101,Juara,JUARA
5105150,Juína,JUINA
5105176,Juruena,JURUENA
